"UrineNumber","SampleReason","Date","BoxID","BoxPosition","Comments","Sampling_Cat","ExperimentalGroup","ExperimentalUnit","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineKingRemoval_DayDiff","UrineLastParturitionOirginalGroup_DayDiff","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount_Total","NextLitter_IndCount_Colony","UrineParturition_DayDiff","GestationStatus_Trimester","UrineDate"
33555,"Isolation",2024-01-24,85,33,"","Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,108,15,-13,-14,-28,1,1,-113,"PreFirstConception",2022-08-02
36315,"Isolation",2024-01-24,93,35,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,35,16,-11,-17,-28,1,1,-113,"PreFirstConception",2023-02-19
36308,"Isolation",2024-01-24,93,73,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,35,16,-11,-221,NA,NA,NA,NA,"NotPregnant",2023-02-19
36310,"Isolation",2024-01-24,93,34,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,35,16,-11,-17,NA,NA,NA,NA,"NotPregnant",2023-02-19
32074,"Isolation",2024-01-24,78,16,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,42,16,-12,-13,-27,1,1,-112,"PreFirstConception",2022-04-16
32070,"Isolation",2024-01-24,78,76,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,42,16,-12,-13,-68,1,1,-153,"PreFirstConception",2022-04-16
32068,"Isolation",2024-01-24,78,36,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,42,16,-12,-13,NA,NA,NA,NA,"NotPregnant",2022-04-16
31134,"Isolation",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,41,15,-13,-85,-94,1,1,-179,"PreFirstConception",2022-02-02
31135,"Isolation",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,41,15,-13,-34,-65,1,1,-150,"PreFirstConception",2022-02-02
31133,"Isolation",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,41,15,-13,-34,NA,NA,NA,NA,"NotPregnant",2022-02-02
32529,"Isolation",2024-01-24,81,33,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,73,14,-14,-147,-269,1,1,-354,"PreFirstConception",2022-05-20
32521,"Isolation",2024-01-24,81,64,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,75,14,-14,-241,-285,1,1,-370,"PreFirstConception",2022-05-20
32534,"Isolation",2024-01-24,81,41,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,75,14,-14,-18,NA,NA,NA,NA,"NotPregnant",2022-05-20
32522,"Isolation",2024-01-24,82,9,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,75,14,-14,-18,-128,NA,NA,-214,"NotPregnant",2022-05-20
37191,"Isolation",2024-01-24,96,13,"","Rapid_Conc","Asahi",23,"TIF025","Sub","F","Helper","Evictee",2023-05-10,NA,199,15,-18,-18,NA,NA,NA,NA,"NotPregnant",2023-04-22
37190,"Isolation",2024-01-24,96,14,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,199,15,-18,-22,-30,1,1,-115,"PreFirstConception",2023-04-22
37203,"Isolation",2024-01-24,96,42,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,199,15,-18,-22,NA,NA,NA,NA,"NotPregnant",2023-04-22
37189,"Isolation",2024-01-24,96,68,"","Rapid_Conc","Asahi",23,"TIF039","Sub","F","Helper","Evictor",2023-05-10,NA,199,15,-18,-18,-31,1,1,-116,"PreFirstConception",2023-04-22
32065,"Isolation",2024-01-24,78,50,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,80,16,-12,-164,-169,1,1,-254,"PreFirstConception",2022-04-16
33553,"Isolation",2024-01-24,85,32,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,108,15,-13,-14,-22,9,1,-107,"NotPregnant",2022-08-02
31143,"Isolation",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,41,15,-13,-85,-43,8,1,-128,"NotPregnant",2022-02-02
36311,"Isolation",2024-01-24,93,55,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,35,16,-11,-221,-20,11,1,-105,"NotPregnant",2023-02-19
33551,"Isolation",2024-01-24,85,29,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,97,15,-13,-14,-29,20,1,-114,"NotPregnant",2022-08-02
32075,"Isolation",2024-01-24,78,46,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,67,16,-12,-15,-25,1,1,-110,"PreFirstConception",2022-04-16
32076,"Isolation",2024-01-24,78,66,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,67,16,-12,-15,NA,NA,NA,NA,"NotPregnant",2022-04-16
32067,"Isolation",2024-01-24,78,35,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,42,16,-12,-13,NA,NA,NA,NA,"NotPregnant",2022-04-16
32066,"Isolation",2024-01-24,78,80,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,80,16,-12,-164,-102,4,1,-187,"NotPregnant",2022-04-16
36394,"Isolation",2024-01-24,94,9,"","Rapid_Conc","Corona",19,"ABF002","Queen","F","Helper","Evictor",2023-03-03,NA,613,22,-5,-6,-22,1,1,-107,"PreFirstConception",2023-02-25
36350,"Isolation",2024-01-24,93,81,"","Rapid_Conc","Corona",19,"ABF002","Queen","F","Helper","Evictor",2023-03-03,NA,610,19,-8,-9,-25,1,1,-110,"PreFirstConception",2023-02-22
32693,"Isolation",2024-01-24,81,54,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,88,27,-1,-228,-14,7,1,-99,"Conception",2022-06-02
32672,"Isolation",2024-01-24,81,36,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,86,25,-3,-230,-16,7,1,-101,"NotPregnant",2022-05-31
37393,"Isolation",2024-01-24,97,71,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,662,31,-2,NA,-13,1,1,-98,"Conception",2023-05-08
37365,"Isolation",2024-01-24,97,66,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,660,29,-4,NA,-15,1,1,-100,"Conception",2023-05-06
37396,"Isolation",2024-01-24,97,80,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,662,31,-2,NA,-98,1,1,-183,"PreFirstConception",2023-05-08
37366,"Isolation",2024-01-24,97,29,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,660,29,-4,NA,-100,1,1,-185,"PreFirstConception",2023-05-06
31265,"Isolation",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,63,26,-2,NA,-5,5,1,-90,"Conception",2022-02-13
31228,"Isolation",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,60,23,-5,NA,-8,5,1,-93,"Conception",2022-02-10
31266,"Isolation",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF012","Sub","F","Helper","Evictee",2022-02-16,NA,349,26,-2,-3,NA,NA,NA,NA,"NotPregnant",2022-02-13
31223,"Isolation",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF012","Sub","F","Helper","Evictee",2022-02-16,NA,346,23,-5,-6,NA,NA,NA,NA,"NotPregnant",2022-02-10
31258,"Isolation",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,349,26,-2,-3,-14,1,1,-99,"Conception",2022-02-13
31224,"Isolation",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,346,23,-5,-6,-17,1,1,-102,"PreFirstConception",2022-02-10
36396,"Isolation",2024-01-24,93,60,"","Rapid_PreFirst","Bitburger",18,"DRF004","Queen","F","Breeder","Evictee",2023-03-04,NA,57,22,-5,-7,-105,9,1,-190,"NotPregnant",2023-02-25
36348,"Isolation",2024-01-24,93,43,"","Rapid_PreFirst","Bitburger",18,"DRF004","Queen","F","Breeder","Evictee",2023-03-04,NA,54,19,-8,-10,-108,9,1,-193,"NotPregnant",2023-02-22
32690,"Isolation",2024-01-24,81,27,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,86,27,-1,-134,-37,10,1,-122,"NotPregnant",2022-06-02
32668,"Isolation",2024-01-24,81,23,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,84,25,-3,-136,-39,10,1,-124,"NotPregnant",2022-05-31
33741,"Isolation",2024-01-24,86,70,"","Rapid_Conc","Angol",13,"DVF047","Queen","F","Helper","Evictee",2022-08-16,NA,109,27,-1,-2,NA,NA,NA,NA,"NotPregnant",2022-08-14
33706,"Isolation",2024-01-24,86,78,"","Rapid_Conc","Angol",13,"DVF047","Queen","F","Helper","Evictee",2022-08-16,NA,107,25,-3,-4,NA,NA,NA,NA,"NotPregnant",2022-08-12
33737,"Isolation",2024-01-24,86,49,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,109,27,-1,NA,-34,1,1,-119,"PreFirstConception",2022-08-14
33710,"Isolation",2024-01-24,86,18,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,107,25,-3,NA,-36,1,1,-121,"PreFirstConception",2022-08-12
33732,"Isolation",2024-01-24,86,48,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,109,27,-1,NA,-357,1,1,-442,"PreFirstConception",2022-08-14
33704,"Isolation",2024-01-24,86,16,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,107,25,-3,NA,-359,1,1,-444,"PreFirstConception",2022-08-12
37398,"Isolation",2024-01-24,97,19,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,102,31,-2,-96,-106,1,1,-191,"PreFirstConception",2023-05-08
37356,"Isolation",2024-01-24,97,37,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,100,29,-4,-98,-108,1,1,-193,"PreFirstConception",2023-05-06
37357,"Isolation",2024-01-24,97,45,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,100,29,-4,-98,-108,1,1,-193,"PreFirstConception",2023-05-06
36393,"Isolation",2024-01-24,93,20,"","Rapid_Conc","Corona",19,"GOF025","Queen","F","Breeder","Evictee",2023-03-03,NA,613,22,-5,-6,NA,NA,NA,NA,"NotPregnant",2023-02-25
36355,"Isolation",2024-01-24,93,41,"","Rapid_Conc","Corona",19,"GOF025","Queen","F","Breeder","Evictee",2023-03-03,NA,610,19,-8,-9,NA,NA,NA,NA,"NotPregnant",2023-02-22
32689,"Isolation",2024-01-24,81,66,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,448,27,-1,-6,-12,1,1,-97,"Conception",2022-06-02
32667,"Isolation",2024-01-24,81,70,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,446,25,-3,-8,-14,1,1,-99,"Conception",2022-05-31
32700,"Isolation",2024-01-24,82,55,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,448,27,-1,-6,NA,NA,NA,NA,"NotPregnant",2022-06-02
32674,"Isolation",2024-01-24,81,60,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,446,25,-3,-8,NA,NA,NA,NA,"NotPregnant",2022-05-31
31257,"Isolation",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,63,26,-2,NA,-14,1,1,-99,"Conception",2022-02-13
31220,"Isolation",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,60,23,-5,NA,-17,1,1,-102,"PreFirstConception",2022-02-10
37386,"Isolation",2024-01-24,97,58,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,102,31,-2,-96,-8,9,1,-93,"Conception",2023-05-08
37296,"Isolation",2024-01-24,97,33,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,96,25,-8,-102,-14,9,1,-99,"Conception",2023-05-02
36391,"Isolation",2024-01-24,93,14,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,57,22,-5,-13,-15,1,1,-100,"Conception",2023-02-25
36345,"Isolation",2024-01-24,93,62,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,54,19,-8,-16,-18,1,1,-103,"PreFirstConception",2023-02-22
36392,"Isolation",2024-01-24,93,74,"","Rapid_PreFirst","Bitburger",18,"MBF004","Queen","F","Helper","Evictor",2023-03-04,NA,57,22,-5,-7,-54,1,1,-139,"PreFirstConception",2023-02-25
36349,"Isolation",2024-01-24,93,36,"","Rapid_PreFirst","Bitburger",18,"MBF004","Queen","F","Helper","Evictor",2023-03-04,NA,54,19,-8,-10,-57,1,1,-142,"PreFirstConception",2023-02-22
36390,"Isolation",2024-01-24,93,32,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,57,22,-5,-13,NA,NA,NA,NA,"NotPregnant",2023-02-25
36346,"Isolation",2024-01-24,93,61,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,54,19,-8,-16,NA,NA,NA,NA,"NotPregnant",2023-02-22
33734,"Isolation",2024-01-24,86,43,"","Rapid_Conc","Stella",16,"MIF008","Queen","F","Helper","Evictee",2022-08-16,NA,120,27,-1,-2,NA,NA,NA,NA,"NotPregnant",2022-08-14
33713,"Isolation",2024-01-24,86,72,"","Rapid_Conc","Stella",16,"MIF008","Queen","F","Helper","Evictee",2022-08-16,NA,118,25,-3,-4,NA,NA,NA,NA,"NotPregnant",2022-08-12
33740,"Isolation",2024-01-24,86,66,"","Rapid_Conc","DjuDju",15,"MIF012","Sub","F","Helper","Evictee",2022-08-16,NA,120,27,-1,-2,NA,NA,NA,NA,"NotPregnant",2022-08-14
33703,"Isolation",2024-01-24,87,5,"","Rapid_Conc","DjuDju",15,"MIF012","Sub","F","Helper","Evictee",2022-08-16,NA,118,25,-3,-4,NA,NA,NA,NA,"NotPregnant",2022-08-12
33742,"Isolation",2024-01-24,86,44,"","Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,120,27,-1,-2,-16,1,1,-101,"PreFirstConception",2022-08-14
33711,"Isolation",2024-01-24,87,6,"","Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,118,25,-3,-4,-18,1,1,-103,"PreFirstConception",2022-08-12
36403,"Isolation",2024-01-24,93,45,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,41,22,-5,-11,-22,1,1,-107,"PreFirstConception",2023-02-25
36357,"Isolation",2024-01-24,93,59,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,38,19,-8,-14,-25,1,1,-110,"PreFirstConception",2023-02-22
36402,"Isolation",2024-01-24,93,69,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,41,22,-5,-215,NA,NA,NA,NA,"NotPregnant",2023-02-25
36353,"Isolation",2024-01-24,93,12,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,38,19,-8,-218,NA,NA,NA,NA,"NotPregnant",2023-02-22
36395,"Isolation",2024-01-24,93,40,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,41,22,-5,-11,NA,NA,NA,NA,"NotPregnant",2023-02-25
36347,"Isolation",2024-01-24,93,50,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,38,19,-8,-14,NA,NA,NA,NA,"NotPregnant",2023-02-22
32190,"Isolation",2024-01-24,79,14,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,51,25,-3,-4,-18,1,1,-103,"PreFirstConception",2022-04-25
32149,"Isolation",2024-01-24,79,73,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,49,23,-5,-6,-20,1,1,-105,"PreFirstConception",2022-04-23
32184,"Isolation",2024-01-24,79,77,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,51,25,-3,-4,-59,1,1,-144,"PreFirstConception",2022-04-25
32150,"Isolation",2024-01-24,79,47,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,49,23,-5,-6,-61,1,1,-146,"PreFirstConception",2022-04-23
32186,"Isolation",2024-01-24,79,25,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,51,25,-3,-4,NA,NA,NA,NA,"NotPregnant",2022-04-25
32161,"Isolation",2024-01-24,79,48,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,49,23,-5,-6,NA,NA,NA,NA,"NotPregnant",2022-04-23
31262,"Isolation",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,52,26,-2,-74,-83,1,1,-168,"PreFirstConception",2022-02-13
31217,"Isolation",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,49,23,-5,-77,-86,1,1,-171,"PreFirstConception",2022-02-10
31259,"Isolation",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,52,26,-2,-23,-54,1,1,-139,"PreFirstConception",2022-02-13
31219,"Isolation",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,49,23,-5,-26,-57,1,1,-142,"PreFirstConception",2022-02-10
31260,"Isolation",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,52,26,-2,-23,NA,NA,NA,NA,"NotPregnant",2022-02-13
31222,"Isolation",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,49,23,-5,-26,NA,NA,NA,NA,"NotPregnant",2022-02-10
32691,"Isolation",2024-01-24,81,25,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,86,27,-1,-134,-256,1,1,-341,"PreFirstConception",2022-06-02
32666,"Isolation",2024-01-24,81,55,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,84,25,-3,-136,-258,1,1,-343,"PreFirstConception",2022-05-31
32692,"Isolation",2024-01-24,81,80,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,88,27,-1,-228,-272,1,1,-357,"PreFirstConception",2022-06-02
32670,"Isolation",2024-01-24,81,57,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,86,25,-3,-230,-274,1,1,-359,"PreFirstConception",2022-05-31
32695,"Isolation",2024-01-24,83,3,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,88,27,-1,-5,NA,NA,NA,NA,"NotPregnant",2022-06-02
32671,"Isolation",2024-01-24,81,43,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,86,25,-3,-7,NA,NA,NA,NA,"NotPregnant",2022-05-31
32694,"Isolation",2024-01-24,81,50,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,88,27,-1,-5,-115,NA,NA,-201,"NotPregnant",2022-06-02
32669,"Isolation",2024-01-24,81,56,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,86,25,-3,-7,-117,NA,NA,-203,"NotPregnant",2022-05-31
37387,"Isolation",2024-01-24,97,12,"","Rapid_Conc","Asahi",23,"TIF025","Sub","F","Helper","Evictee",2023-05-10,NA,215,31,-2,-2,NA,NA,NA,NA,"NotPregnant",2023-05-08
37355,"Isolation",2024-01-24,97,72,"","Rapid_Conc","Asahi",23,"TIF025","Sub","F","Helper","Evictee",2023-05-10,NA,213,29,-4,-4,NA,NA,NA,NA,"NotPregnant",2023-05-06
37384,"Isolation",2024-01-24,97,49,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,215,31,-2,-6,-14,1,1,-99,"Conception",2023-05-08
37364,"Isolation",2024-01-24,97,32,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,213,29,-4,-8,-16,1,1,-101,"PreFirstConception",2023-05-06
37395,"Isolation",2024-01-24,97,74,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,215,31,-2,-6,NA,NA,NA,NA,"NotPregnant",2023-05-08
37363,"Isolation",2024-01-24,98,6,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,213,29,-4,-8,NA,NA,NA,NA,"NotPregnant",2023-05-06
37388,"Isolation",2024-01-24,97,41,"","Rapid_Conc","Asahi",23,"TIF039","Sub","F","Helper","Evictor",2023-05-10,NA,215,31,-2,-2,-15,1,1,-100,"Conception",2023-05-08
37354,"Isolation",2024-01-24,97,50,"","Rapid_Conc","Asahi",23,"TIF039","Sub","F","Helper","Evictor",2023-05-10,NA,213,29,-4,-4,-17,1,1,-102,"PreFirstConception",2023-05-06
32178,"Isolation",2024-01-24,79,44,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,89,25,-3,-155,-160,1,1,-245,"PreFirstConception",2022-04-25
32158,"Isolation",2024-01-24,79,75,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,87,23,-5,-157,-162,1,1,-247,"PreFirstConception",2022-04-23
33739,"Isolation",2024-01-24,86,58,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,120,27,-1,-2,-10,9,1,-95,"Conception",2022-08-14
33700,"Isolation",2024-01-24,86,71,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,118,25,-3,-4,-12,9,1,-97,"Conception",2022-08-12
31261,"Isolation",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,52,26,-2,-74,-32,8,1,-117,"NotPregnant",2022-02-13
31218,"Isolation",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,49,23,-5,-77,-35,8,1,-120,"NotPregnant",2022-02-10
36397,"Isolation",2024-01-24,93,48,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,41,22,-5,-215,-14,11,1,-99,"Conception",2023-02-25
36354,"Isolation",2024-01-24,93,25,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,38,19,-8,-218,-17,11,1,-102,"NotPregnant",2023-02-22
33731,"Isolation",2024-01-24,86,54,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,109,27,-1,-2,-17,20,1,-102,"NotPregnant",2022-08-14
33705,"Isolation",2024-01-24,86,57,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,107,25,-3,-4,-19,20,1,-104,"NotPregnant",2022-08-12
32185,"Isolation",2024-01-24,79,38,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,76,25,-3,-6,-16,1,1,-101,"PreFirstConception",2022-04-25
32159,"Isolation",2024-01-24,79,23,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,74,23,-5,-8,-18,1,1,-103,"PreFirstConception",2022-04-23
32183,"Isolation",2024-01-24,80,8,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,76,25,-3,-6,NA,NA,NA,NA,"NotPregnant",2022-04-25
32156,"Isolation",2024-01-24,79,18,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,74,23,-5,-8,NA,NA,NA,NA,"NotPregnant",2022-04-23
32180,"Isolation",2024-01-24,79,16,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,51,25,-3,-4,NA,NA,NA,NA,"NotPregnant",2022-04-25
32154,"Isolation",2024-01-24,79,50,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,49,23,-5,-6,NA,NA,NA,NA,"NotPregnant",2022-04-23
32179,"Isolation",2024-01-24,79,57,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,89,25,-3,-155,-93,4,1,-178,"NotPregnant",2022-04-25
32151,"Isolation",2024-01-24,80,4,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,87,23,-5,-157,-95,4,1,-180,"NotPregnant",2022-04-23
31293,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,55,29,1,-20,-51,1,1,-136,"PreFirstConception",2022-02-16
31320,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,57,31,3,-18,-49,1,1,-134,"PreFirstConception",2022-02-18
