"UrineNumber","SampleReason","Date","BoxID","BoxPosition","Comments","Sampling_Cat","ExperimentalGroup","ExperimentalUnit","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineKingRemoval_DayDiff","UrineLastParturitionOirginalGroup_DayDiff","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount_Total","NextLitter_IndCount_Colony","UrineParturition_DayDiff","GestationStatus_Trimester","UrineDate"
33779,"PostEviction14",2024-01-24,86,23,"","Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,123,30,2,1,-13,1,1,-98,"Conception",2022-08-17
36565,"PostEviction14",2024-01-24,94,26,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,53,34,7,1,-10,1,1,-95,"Conception",2023-03-09
39128,"PostEviction14",2024-01-24,102,32,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,260,241,214,4,NA,NA,NA,NA,"NotPregnant",2023-10-02
36562,"PostEviction14",2024-01-24,94,29,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,53,34,7,1,NA,NA,NA,NA,"NotPregnant",2023-03-09
32255,"PostEviction14",2024-01-24,79,66,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,56,30,2,1,-13,1,1,-98,"Conception",2022-04-30
32257,"PostEviction14",2024-01-24,79,76,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,56,30,2,1,-54,1,1,-139,"PreFirstConception",2022-04-30
32249,"PostEviction14",2024-01-24,79,34,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,56,30,2,1,NA,NA,NA,NA,"NotPregnant",2022-04-30
32219,"PostEviction14",2024-01-24,79,64,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,127,101,73,1,-8,1,1,-93,"Conception",2022-04-29
31563,"PostEviction14",2024-01-24,76,26,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,76,50,22,1,-30,1,1,-115,"PreFirstConception",2022-03-09
31562,"PostEviction14",2024-01-24,76,63,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,76,50,22,1,NA,NA,NA,NA,"NotPregnant",2022-03-09
34623,"PostEviction14",2024-01-24,89,16,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,221,162,134,1,-121,1,1,-206,"PreFirstConception",2022-10-15
35858,"PostEviction14",2024-01-24,92,9,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,319,258,230,3,-41,1,1,-126,"PreFirstConception",2023-01-19
32766,"PostEviction14",2024-01-24,82,62,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,94,33,5,1,NA,NA,NA,NA,"NotPregnant",2022-06-08
32760,"PostEviction14",2024-01-24,83,7,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,94,33,5,1,-109,NA,NA,-195,"NotPregnant",2022-06-08
37440,"PostEviction14",2024-01-24,97,68,"","Rapid_Conc","Asahi",23,"TIF025","Sub","F","Helper","Evictee",2023-05-10,NA,218,34,1,1,NA,NA,NA,NA,"NotPregnant",2023-05-11
37500,"PostEviction14",2024-01-24,98,30,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,222,38,5,1,-7,1,1,-92,"Conception",2023-05-15
37502,"PostEviction14",2024-01-24,98,37,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,222,38,5,1,NA,NA,NA,NA,"NotPregnant",2023-05-15
37439,"PostEviction14",2024-01-24,97,11,"","Rapid_Conc","Asahi",23,"TIF039","Sub","F","Helper","Evictor",2023-05-10,NA,218,34,1,1,-12,1,1,-97,"Conception",2023-05-11
34379,"PostEviction14",2024-01-24,88,43,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,245,181,153,1,-4,1,1,-89,"Conception",2022-09-28
33776,"PostEviction14",2024-01-24,86,63,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,123,30,2,1,-7,9,1,-92,"Conception",2022-08-17
32248,"PostEviction14",2024-01-24,79,22,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,128,102,74,2,44,8,1,-41,"SecondTrimester",2022-04-30
33774,"PostEviction14",2024-01-24,86,36,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,112,30,2,1,-14,20,1,-99,"Conception",2022-08-17
32291,"PostEviction14",2024-01-24,79,79,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,84,33,5,2,-8,1,1,-93,"Conception",2022-05-03
32290,"PostEviction14",2024-01-24,79,20,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,84,33,5,2,NA,NA,NA,NA,"NotPregnant",2022-05-03
32247,"PostEviction14",2024-01-24,80,9,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,56,30,2,1,NA,NA,NA,NA,"NotPregnant",2022-04-30
34380,"PostEviction14",2024-01-24,89,9,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,245,181,153,1,63,4,1,-22,"ThirdTrimester",2022-09-28
36671,"PostEviction14",2024-01-24,94,72,"","Rapid_Conc","Corona",19,"ABF002","Queen","F","Helper","Evictor",2023-03-03,NA,633,42,15,14,-2,1,1,-87,"FirstTrimester",2023-03-17
31473,"PostEviction14",2024-01-24,76,78,"","Rapid_Conc","Trolls",5,"CUF012","Sub","F","Helper","Evictee",2022-02-16,NA,366,43,15,14,NA,NA,NA,NA,"NotPregnant",2022-03-02
31471,"PostEviction14",2024-01-24,77,2,"","Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,366,43,15,14,3,1,1,-82,"FirstTrimester",2022-03-02
36796,"PostEviction14",2024-01-24,95,41,"","Rapid_PreFirst","Bitburger",18,"DRF004","Queen","F","Breeder","Evictee",2023-03-04,NA,85,50,23,21,-77,9,1,-162,"NotPregnant",2023-03-25
35564,"PostEviction14",NA,NA,NA,NA,"Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,295,236,208,75,172,NA,NA,NA,"NotPregnant",2022-12-28
34026,"PostEviction14",2024-01-24,87,69,"","Rapid_Conc","Angol",13,"DVF047","Queen","F","Helper","Evictee",2022-08-16,NA,130,48,20,19,NA,NA,NA,NA,"NotPregnant",2022-09-04
38764,"PostEviction14",2024-01-24,102,3,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,218,147,114,20,10,1,1,-75,"FirstTrimester",2023-09-01
36672,"PostEviction14",2024-01-24,94,17,"","Rapid_Conc","Corona",19,"GOF025","Queen","F","Breeder","Evictee",2023-03-03,NA,633,42,15,14,NA,NA,NA,NA,"NotPregnant",2023-03-17
32957,"PostEviction14",2024-01-24,83,64,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,468,47,19,14,8,1,1,-77,"FirstTrimester",2022-06-22
33012,"PostEviction14",2024-01-24,83,41,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,468,47,19,14,NA,NA,NA,NA,"NotPregnant",2022-06-22
38832,"PostEviction14",2024-01-24,101,63,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,225,154,121,27,115,NA,NA,NA,"NotPregnant",2023-09-08
36880,"PostEviction14",2024-01-24,96,3,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,91,56,29,21,19,1,1,-66,"FirstTrimester",2023-03-31
36793,"PostEviction14",2024-01-24,96,7,"","Rapid_PreFirst","Bitburger",18,"MBF004","Queen","F","Helper","Evictor",2023-03-04,NA,85,50,23,21,-26,1,1,-111,"PreFirstConception",2023-03-25
36884,"PostEviction14",2024-01-24,95,24,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,91,56,29,21,NA,NA,NA,NA,"NotPregnant",2023-03-31
34028,"PostEviction14",2024-01-24,87,47,"","Rapid_Conc","Stella",16,"MIF008","Queen","F","Helper","Evictee",2022-08-16,NA,141,48,20,19,NA,NA,NA,NA,"NotPregnant",2022-09-04
34027,"PostEviction14",2024-01-24,87,50,"","Rapid_Conc","DjuDju",15,"MIF012","Sub","F","Helper","Evictee",2022-08-16,NA,141,48,20,19,NA,NA,NA,NA,"NotPregnant",2022-09-04
34037,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,141,48,20,19,5,1,1,-80,"FirstTrimester",2022-09-04
36757,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,66,47,20,14,3,1,1,-82,"FirstTrimester",2023-03-22
39317,"PostEviction14",2024-01-24,102,21,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,277,258,231,21,NA,NA,NA,NA,"NotPregnant",2023-10-19
36887,"PostEviction14",2024-01-24,95,39,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,75,56,29,23,NA,NA,NA,NA,"NotPregnant",2023-03-31
32431,"PostEviction14",2024-01-24,81,13,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,69,43,15,14,0,1,1,-85,"FirstTrimester",2022-05-13
32428,"PostEviction14",2024-01-24,80,15,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,69,43,15,14,-41,1,1,-126,"PreFirstConception",2022-05-13
32422,"PostEviction14",2024-01-24,80,70,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,69,43,15,14,NA,NA,NA,NA,"NotPregnant",2022-05-13
32427,"PostEviction14",2024-01-24,80,49,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,141,115,87,15,6,1,1,-79,"FirstTrimester",2022-05-13
31745,"PostEviction14",2024-01-24,77,8,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,90,64,36,15,-16,1,1,-101,"PreFirstConception",2022-03-23
31746,"PostEviction14",2024-01-24,77,34,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,90,64,36,15,NA,NA,NA,NA,"NotPregnant",2022-03-23
34981,"PostEviction14",2024-01-24,89,55,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,249,190,162,29,-93,1,1,-178,"PreFirstConception",2022-11-12
36029,"PostEviction14",2024-01-24,92,77,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,331,270,242,15,-29,1,1,-114,"PreFirstConception",2023-01-31
32963,"PostEviction14",2024-01-24,83,23,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,108,47,19,15,NA,NA,NA,NA,"NotPregnant",2022-06-22
32958,"PostEviction14",2024-01-24,83,53,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,108,47,19,15,-95,NA,NA,-181,"NotPregnant",2022-06-22
37671,"PostEviction14",2024-01-24,98,49,"","Rapid_Conc","Asahi",23,"TIF025","Sub","F","Helper","Evictee",2023-05-10,NA,234,50,17,17,NA,NA,NA,NA,"NotPregnant",2023-05-27
37689,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,236,52,19,15,7,1,1,-78,"FirstTrimester",2023-05-29
37692,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,236,52,19,15,NA,NA,NA,NA,"NotPregnant",2023-05-29
37645,"PostEviction14",2024-01-24,98,80,"","Rapid_Conc","Asahi",23,"TIF039","Sub","F","Helper","Evictor",2023-05-10,NA,232,48,15,15,2,1,1,-83,"FirstTrimester",2023-05-25
34570,"PostEviction14",2024-01-24,89,65,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,258,194,166,14,9,1,1,-76,"FirstTrimester",2022-10-11
34025,"PostEviction14",2024-01-24,87,31,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,141,48,20,19,11,9,1,-74,"FirstTrimester",2022-09-04
32437,"PostEviction14",2024-01-24,80,23,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,141,115,87,15,57,8,1,-28,"ThirdTrimester",2022-05-13
34024,"PostEviction14",2024-01-24,87,53,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,130,48,20,19,4,20,1,-81,"FirstTrimester",2022-09-04
32532,"PostEviction14",2024-01-24,81,63,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,101,50,22,19,9,1,1,-76,"FirstTrimester",2022-05-20
33543,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,174,123,95,92,NA,NA,NA,NA,"NotPregnant",2022-08-01
32423,"PostEviction14",2024-01-24,80,31,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,69,43,15,14,NA,NA,NA,NA,"NotPregnant",2022-05-13
34564,"PostEviction14",2024-01-24,89,27,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,258,194,166,14,76,4,1,-9,"ThirdTrimester",2022-10-11
31801,"FirstConc",2024-01-24,77,28,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,95,69,41,20,-11,1,1,-96,"Conception",2022-03-28
31898,"FirstConc",2024-01-24,78,44,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,102,76,48,27,-4,1,1,-89,"Conception",2022-04-04
32031,"FirstConc",2024-01-24,78,34,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,111,85,57,36,5,1,1,-80,"FirstTrimester",2022-04-13
31468,"FirstConc",2024-01-24,76,19,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,69,43,15,-57,-15,8,1,-100,"Conception",2022-03-02
31492,"FirstConc",2024-01-24,76,22,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,71,45,17,-55,-13,8,1,-98,"Conception",2022-03-04
31521,"FirstConc",2024-01-24,76,13,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,73,47,19,-53,-11,8,1,-96,"Conception",2022-03-06
31538,"FirstConc",2024-01-24,76,24,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,74,48,20,-52,-10,8,1,-95,"Conception",2022-03-07
31630,"FirstConc",2024-01-24,76,27,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,81,55,27,-45,-3,8,1,-88,"FirstTrimester",2022-03-14
31729,"FirstConc",2024-01-24,77,12,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,88,62,34,-38,4,8,1,-81,"FirstTrimester",2022-03-21
32219,"FirstConc",2024-01-24,79,64,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,127,101,73,1,-8,1,1,-93,"Conception",2022-04-29
32251,"FirstConc",2024-01-24,79,54,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,128,102,74,2,-7,1,1,-92,"Conception",2022-04-30
32258,"FirstConc",2024-01-24,79,21,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,129,103,75,3,-6,1,1,-91,"Conception",2022-05-01
32284,"FirstConc",2024-01-24,79,56,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,131,105,77,5,-4,1,1,-89,"Conception",2022-05-03
32317,"FirstConc",2024-01-24,79,70,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,133,107,79,7,-2,1,1,-87,"FirstTrimester",2022-05-05
32359,"FirstConc",2024-01-24,80,68,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,136,110,82,10,1,1,1,-84,"FirstTrimester",2022-05-08
32389,"FirstConc",2024-01-24,80,33,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,138,112,84,12,3,1,1,-82,"FirstTrimester",2022-05-10
31258,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,349,26,-2,-3,-14,1,1,-99,"Conception",2022-02-13
31299,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,352,29,1,0,-11,1,1,-96,"Conception",2022-02-16
31310,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,353,30,2,1,-10,1,1,-95,"Conception",2022-02-17
31324,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,354,31,3,2,-9,1,1,-94,"Conception",2022-02-18
31332,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,355,32,4,3,-8,1,1,-93,"Conception",2022-02-19
31355,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,357,34,6,5,-6,1,1,-91,"Conception",2022-02-21
31389,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,359,36,8,7,-4,1,1,-89,"Conception",2022-02-23
31404,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,361,38,10,9,-2,1,1,-87,"FirstTrimester",2022-02-25
31423,"FirstConc",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,362,39,11,10,-1,1,1,-86,"FirstTrimester",2022-02-26
31434,"FirstConc",2024-01-24,76,66,"","Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,363,40,12,11,0,1,1,-85,"FirstTrimester",2022-02-27
31471,"FirstConc",2024-01-24,77,2,"","Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,366,43,15,14,3,1,1,-82,"FirstTrimester",2022-03-02
31497,"FirstConc",2024-01-24,76,39,"","Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,368,45,17,16,5,1,1,-80,"FirstTrimester",2022-03-04
31168,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,55,18,-10,NA,-13,5,1,-98,"Conception",2022-02-05
31187,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,57,20,-8,NA,-11,5,1,-96,"Conception",2022-02-07
31228,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,60,23,-5,NA,-8,5,1,-93,"Conception",2022-02-10
31265,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,63,26,-2,NA,-5,5,1,-90,"Conception",2022-02-13
31301,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,66,29,1,NA,-2,5,1,-87,"FirstTrimester",2022-02-16
31323,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,68,31,3,NA,0,5,1,-85,"FirstTrimester",2022-02-18
31348,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,70,33,5,NA,2,5,1,-83,"FirstTrimester",2022-02-20
31373,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,72,35,7,NA,4,5,1,-81,"FirstTrimester",2022-02-22
31257,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,63,26,-2,NA,-14,1,1,-99,"Conception",2022-02-13
31291,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,66,29,1,NA,-11,1,1,-96,"Conception",2022-02-16
31316,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,68,31,3,NA,-9,1,1,-94,"Conception",2022-02-18
31345,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,70,33,5,NA,-7,1,1,-92,"Conception",2022-02-20
31367,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,72,35,7,NA,-5,1,1,-90,"Conception",2022-02-22
31396,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,74,37,9,NA,-3,1,1,-88,"FirstTrimester",2022-02-24
31419,"FirstConc",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,76,39,11,NA,-1,1,1,-86,"FirstTrimester",2022-02-26
31446,"FirstConc",2024-01-24,76,57,"","NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,78,41,13,NA,1,1,1,-84,"FirstTrimester",2022-02-28
31470,"FirstConc",2024-01-24,76,14,"","NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,80,43,15,NA,3,1,1,-82,"FirstTrimester",2022-03-02
31488,"FirstConc",2024-01-24,76,35,"","NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,82,45,17,NA,5,1,1,-80,"FirstTrimester",2022-03-04
33328,"FirstConc",2024-01-24,84,28,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,172,108,80,-72,-10,4,1,-95,"Conception",2022-07-17
33444,"FirstConc",2024-01-24,85,62,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,180,116,88,-64,-2,4,1,-87,"FirstTrimester",2022-07-25
33527,"FirstConc",2024-01-24,85,12,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,186,122,94,-58,4,4,1,-81,"FirstTrimester",2022-07-31
34240,"FirstConc",2024-01-24,88,56,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,235,171,143,-9,-14,1,1,-99,"Conception",2022-09-18
34337,"FirstConc",2024-01-24,88,66,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,242,178,150,-2,-7,1,1,-92,"Conception",2022-09-25
34379,"FirstConc",2024-01-24,88,43,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,245,181,153,1,-4,1,1,-89,"Conception",2022-09-28
34407,"FirstConc",2024-01-24,88,23,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,247,183,155,3,-2,1,1,-87,"FirstTrimester",2022-09-30
34437,"FirstConc",2024-01-24,89,10,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,249,185,157,5,0,1,1,-85,"FirstTrimester",2022-10-02
34462,"FirstConc",2024-01-24,88,45,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,251,187,159,7,2,1,1,-83,"FirstTrimester",2022-10-04
34489,"FirstConc",2024-01-24,88,16,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,253,189,161,9,4,1,1,-81,"FirstTrimester",2022-10-06
32230,"FirstConc",2024-01-24,79,42,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,80,29,1,-2,-12,1,1,-97,"Conception",2022-04-29
32230,"FirstConc",2024-01-24,79,78,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,80,29,1,-2,-12,1,1,-97,"Conception",2022-04-29
32253,"FirstConc",2024-01-24,80,1,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,81,30,2,-1,-11,1,1,-96,"Conception",2022-04-30
32265,"FirstConc",2024-01-24,79,51,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,82,31,3,0,-10,1,1,-95,"Conception",2022-05-01
32291,"FirstConc",2024-01-24,79,79,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,84,33,5,2,-8,1,1,-93,"Conception",2022-05-03
32324,"FirstConc",2024-01-24,80,69,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,86,35,7,4,-6,1,1,-91,"Conception",2022-05-05
32360,"FirstConc",2024-01-24,80,21,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,89,38,10,7,-3,1,1,-88,"FirstTrimester",2022-05-08
32386,"FirstConc",2024-01-24,80,38,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,91,40,12,9,-1,1,1,-86,"FirstTrimester",2022-05-10
32425,"FirstConc",2024-01-24,80,51,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,94,43,15,12,2,1,1,-83,"FirstTrimester",2022-05-13
