"SampleID","NPACID","BatchID","MS_Sequ","Hormone","Processed","StdCurve_Range","HN","Saturated","QTcat","MS_Conc","ExtractionSG_DayDiff","SG_Day","CF_SG","MS_Conc_SG","UrineVolume","CF_Urine","MS_Conc_SG_U","Conc","ConcType"
33555,3797,44,83,"E2","Yes","Low",2.63327370304114,NA,"ND",0.1221,74,1.0018,2.55073230174235,0.311444414042741,100,1,0.311444414042741,0,"C"
33711,3798,44,84,"E2","Yes","Low",NA,NA,"ND",0,74,1.0036,1.27536615087118,0,100,1,0,0,"C"
33742,3799,44,85,"E2","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
33554,3800,44,86,"E2","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
33713,3801,44,87,"E2","Yes","Low",NA,NA,"ND",0,74,1.0036,1.27536615087118,0,100,1,0,0,"C"
33734,3802,44,88,"E2","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
33553,3803,44,89,"E2","Yes","Low",NA,NA,"Q",12.40381,74,1.0031,1.48107036875359,18.3709154506495,100,1,18.3709154506495,18.3709154506495,"C"
33700,3804,44,91,"E2","Yes","Low",NA,NA,"Q",5.76314,74,1.007,0.655902591876602,3.78005846334772,100,1,3.78005846334772,3.78005846334772,"C"
33739,3805,44,92,"E2","Yes","Low",NA,NA,"Q",5.06516,74,1.0025,1.83652725725456,9.30230440235549,100,1,9.30230440235549,9.30230440235549,"C"
37198,3806,44,93,"E2","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
37356,3807,44,94,"E2","Yes","Low",NA,NA,"Q",90.85762,74,1.0053,0.866286442101174,78.7087243675804,100,1,78.7087243675804,78.7087243675804,"C"
37357,3808,44,95,"E2","Yes","Low",2.25027442371021,NA,"ND",0.24755,74,1.0055,0.834785116933862,0.206651055696978,100,1,0.206651055696978,0,"C"
37398,3809,44,96,"E2","Yes","Low",2.12542681538812,NA,"ND",0.11185,74,1.0036,1.27536615087118,0.142649703974941,100,1,0.142649703974941,0,"C"
37199,3810,44,97,"E2","Yes","Low",NA,NA,"Q",46.63741,74,1.0027,1.70048820116164,79.3063654377377,100,1,79.3063654377377,79.3063654377377,"C"
37296,3811,44,98,"E2","Yes","Low",NA,NA,"Q",86.11381,74,1.004,1.14782953578407,98.8439745568978,100,1,98.8439745568978,98.8439745568978,"C"
37386,3812,44,99,"E2","Yes","Low",NA,NA,"Q",95.18507,74,1.0042,1.09317098646103,104.053556868262,100,1,104.053556868262,104.053556868262,"C"
36301,3813,44,100,"E2","Yes","Low",2.09853372434018,NA,"ND",0.0374,75,1.0068,0.675193844578875,0.0252522497872499,100,1,0.0252522497872499,0,"C"
36349,3814,44,101,"E2","Yes","Low",1.82469135802469,NA,"ND",0.03439,75,1.0031,1.48107036875359,0.0509340099814361,100,1,0.0509340099814361,0,"C"
36392,3815,44,102,"E2","Yes","Low",NA,NA,"ND",0,75,1.0089,0.515878443049014,0,100,1,0,0,"C"
36302,3816,44,104,"E2","Yes","Low",NA,NA,"Q",5.53621,75,1.00335,1.37054272929434,7.58761236334661,100,1,7.58761236334661,7.58761236334661,"C"
36348,3817,44,105,"E2","Yes","Low",NA,NA,"Q",2.87165,75,1.0022,2.0869627923347,5.99302670260793,100,1,5.99302670260793,5.99302670260793,"C"
36396,3818,44,106,"E2","Yes","Low",NA,NA,"Q",1.27694,75,1.001925,2.38510033409683,3.04563002062161,100,1,3.04563002062161,3.04563002062161,"C"
36314,3819,44,107,"E2","Yes","Low",NA,NA,"ND",0,75,1.0031,1.4810703687537,0,100,1,0,0,"C"
36350,3820,44,108,"E2","Yes","Low",NA,NA,"ND",0,75,1.0042,1.09317098646103,0,100,1,0,0,"C"
36394,3821,44,109,"E2","Yes","Low",NA,NA,"ND",0,75,1.00261111111111,1.75837716120113,0,100,1,0,0,"C"
36303,3822,44,110,"E2","Yes","Low",NA,NA,"Q",39.43625,75,1.00335,1.37054272929434,54.0490657081339,100,1,54.0490657081339,54.0490657081339,"C"
36355,3823,44,111,"E2","Yes","Low",NA,NA,"Q",27.25697,75,1.0023,1.9962252796245,54.4110525599666,100,1,54.4110525599666,54.4110525599666,"C"
36393,3824,44,112,"E2","Yes","Low",NA,NA,"Q",60.89255,75,1.0101,0.45458595476597,27.6808979798845,100,1,27.6808979798845,27.6808979798845,"C"
36304,3825,44,113,"E2","Yes","Low",NA,NA,"Q",1.15794,75,1.0029,1.58321315280567,1.8332658381598,100,1,1.8332658381598,1.8332658381598,"C"
36345,3826,44,114,"E2","Yes","Low",NA,NA,"Q",1.78032,75,1.00335,1.37054272929434,2.4400046318173,100,1,2.4400046318173,2.4400046318173,"C"
36391,3827,44,115,"E2","Yes","Low",NA,NA,"Q",1.5724,75,1.00465,0.9873802458358,1.55255669855221,100,1,1.55255669855221,1.55255669855221,"C"
1,3733,44,14,"DHEA","Yes","Low",NA,NA,"ND",0,NA,NA,NA,NA,100,1,NA,0,"C"
32075,3734,44,15,"DHEA","Yes","Low",NA,NA,"Q",0.66953,74,1.00335,1.37054272929434,0.917619473544439,100,1,0.917619473544439,0.917619473544439,"C"
32159,3735,44,16,"DHEA","Yes","Low",NA,NA,"Q",0.50492,74,1.004,1.14782953578407,0.579562089208094,100,1,0.579562089208094,0.579562089208094,"C"
32185,3736,44,17,"DHEA","Yes","Low",NA,NA,"Q",0.71512,74,1.0027,1.70048820116164,1.21605312241471,100,1,1.21605312241471,1.21605312241471,"C"
32076,3737,44,18,"DHEA","Yes","Low",NA,NA,"Q",0.31614,74,1.0031,1.48107036875359,0.468225586377761,100,1,0.468225586377761,0.468225586377761,"C"
32156,3738,44,19,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
32183,3739,44,20,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.00335,1.37054272929434,0,100,1,0,0,"C"
32065,3740,44,21,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.004,1.14782953578407,0,100,1,0,0,"C"
32158,3741,44,22,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0029,1.58321315280567,0,100,1,0,0,"C"
32178,3742,44,23,"DHEA","Yes","Low",NA,NA,"Q",0.039,74,1.0027,1.70048820116164,0.0663190398453038,100,1,0.0663190398453038,0.0663190398453038,"C"
32066,3743,44,24,"DHEA","Yes","Low",NA,NA,"Q",34.14063,74,1.0044,1.04348139616735,35.6251122584329,100,1,35.6251122584329,35.6251122584329,"C"
32151,3744,44,26,"DHEA","Yes","Low",NA,NA,"Q",9.49702,74,1.0042,1.09317098646103,10.3818667218401,100,1,10.3818667218401,10.3818667218401,"C"
32179,3745,44,27,"DHEA","Yes","Low",NA,NA,"Q",49.7285,74,1.0031,1.48107036875359,73.6514078325631,100,1,73.6514078325631,73.6514078325631,"C"
32070,3746,44,28,"DHEA","Yes","Low",NA,NA,"Q",0.40887,74,1.0031,1.48107036875359,0.605565241672282,100,1,0.605565241672282,0.605565241672282,"C"
32150,3747,44,29,"DHEA","Yes","Low",NA,NA,"Q",3.54652,74,1.0072,0.637683075435588,2.26155578069382,100,1,2.26155578069382,2.26155578069382,"C"
32184,3748,44,30,"DHEA","Yes","Low",NA,NA,"Q",0.53571,74,1.0027,1.70048820116164,0.910968534244301,100,1,0.910968534244301,0.910968534244301,"C"
32074,3752,44,34,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.00416,1.10368224594624,0,100,1,0,0,"C"
32149,3753,44,35,"DHEA","Yes","Low",NA,NA,"Q",1.89218,74,1.0051,0.90025845943847,1.70345105178028,100,1,1.70345105178028,1.70345105178028,"C"
32190,3754,44,36,"DHEA","Yes","Low",NA,NA,"Q",1.14946,74,1.0042,1.09317098646103,1.25655632209749,100,1,1.25655632209749,1.25655632209749,"C"
32068,3755,44,37,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.00465,0.9873802458358,0,100,1,0,0,"C"
32161,3756,44,39,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0072,0.637683075435588,0,100,1,0,0,"C"
32186,3757,44,40,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
32521,3758,44,41,"DHEA","Yes","Low",NA,NA,"Q",0.80589,74,1.0031,1.48107036875359,1.19357979947483,100,1,1.19357979947483,1.19357979947483,"C"
32670,3759,44,42,"DHEA","Yes","Low",NA,NA,"Q",0.03789,74,1.0038,1.20824161661481,0.045780274853535,100,1,0.045780274853535,0.045780274853535,"C"
32692,3760,44,43,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0036,1.27536615087118,0,100,1,0,0,"C"
32527,3761,44,44,"DHEA","Yes","Low",NA,NA,"Q",0.04013,74,1.0025,1.83652725725456,0.0736998388336253,100,1,0.0736998388336253,0.0736998388336253,"C"
32672,3762,44,45,"DHEA","Yes","Low",NA,NA,"Q",1.19703,74,1.0029,1.58321315280567,1.89515364030297,100,1,1.89515364030297,1.89515364030297,"C"
32693,3763,44,46,"DHEA","Yes","Low",NA,NA,"Q",0.44988,74,1.0036,1.27536615087118,0.573761723953924,100,1,0.573761723953924,0.573761723953924,"C"
32534,3764,44,47,"DHEA","Yes","Low",NA,NA,"Q",0.06224,74,1.0023,1.9962252796245,0.124245061403829,100,1,0.124245061403829,0.124245061403829,"C"
32671,3765,44,48,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0025,1.83652725725456,0,100,1,0,0,"C"
32695,3766,44,49,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0031,1.48107036875359,0,100,1,0,0,"C"
32522,3767,44,50,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0038,1.20824161661481,0,100,1,0,0,"C"
32669,3768,44,52,"DHEA","Yes","Low",NA,NA,"Q",0.32124,74,1.0025,1.83652725725456,0.589966016120454,100,1,0.589966016120454,0.589966016120454,"C"
32694,3769,44,53,"DHEA","Yes","Low",NA,NA,"Q",0.51355,74,1.0031,1.48107036875359,0.760603687873408,100,1,0.760603687873408,0.760603687873408,"C"
32529,3770,44,54,"DHEA","Yes","Low",NA,NA,"Q",0.09041,74,1.004,1.14782953578407,0.103775268330238,100,1,0.103775268330238,0.103775268330238,"C"
32666,3771,44,55,"DHEA","Yes","Low",NA,NA,"Q",0.0602,74,1.0036,1.27536615087118,0.0767770422824447,100,1,0.0767770422824447,0.0767770422824447,"C"
32691,3772,44,56,"DHEA","Yes","Low",NA,NA,"Q",0.10409,74,1.004,1.14782953578407,0.119477576379764,100,1,0.119477576379764,0.119477576379764,"C"
32524,3773,44,57,"DHEA","Yes","Low",NA,NA,"Q",17.94645,74,1.00465,0.9873802458358,17.7199702128799,100,1,17.7199702128799,17.7199702128799,"C"
32668,3774,44,58,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0018,2.55073230174235,0,100,1,0,0,"C"
32528,3776,44,60,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0055,0.834785116933862,0,100,1,0,0,"C"
32667,3777,44,61,"DHEA","Yes","Low",NA,NA,"Q",1.08551,74,1.0057,0.805494411076537,0.874372238167692,100,1,0.874372238167692,0.874372238167692,"C"
32689,3778,44,62,"DHEA","Yes","Low",NA,NA,"Q",0.34142,74,1.0036,1.27536615087118,0.435435511230437,100,1,0.435435511230437,0.435435511230437,"C"
32523,3779,44,63,"DHEA","Yes","Low",NA,NA,"Q",0.02837,74,1.0031,1.48107036875359,0.0420179663615394,100,1,0.0420179663615394,0.0420179663615394,"C"
32674,3780,44,65,"DHEA","Yes","Low",NA,NA,"Q",0.0445,74,1.0029,1.58321315280567,0.0704529852998524,100,1,0.0704529852998524,0.0704529852998524,"C"
32700,3781,44,66,"DHEA","Yes","Low",NA,NA,"Q",0.62478,74,1.0036,1.27536615087118,0.796823263741293,100,1,0.796823263741293,0.796823263741293,"C"
33557,3782,44,67,"DHEA","Yes","Low",NA,NA,"Q",0.07846,74,1.0025,1.83652725725456,0.144093928604192,100,1,0.144093928604192,0.144093928604192,"C"
33706,3783,44,68,"DHEA","Yes","Low",NA,NA,"Q",0.12818,74,1.0036,1.27536615087118,0.163476433218667,100,1,0.163476433218667,0.163476433218667,"C"
33741,3784,44,69,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0031,1.48107036875359,0,100,1,0,0,"C"
33551,3785,44,70,"DHEA","Yes","Low",NA,NA,"Q",37.85305,74,1.0029,1.58321315280567,59.9294466338107,100,1,59.9294466338107,59.9294466338107,"C"
33549,3788,44,73,"DHEA","Yes","Low",NA,NA,"Q",0.25552,74,1.003,1.53043938104549,0.391057870644743,100,1,0.391057870644743,0.391057870644743,"C"
33710,3789,44,74,"DHEA","Yes","Low",NA,NA,"Q",2.12632,74,1.004,1.14782953578407,2.44065289852839,100,1,2.44065289852839,2.44065289852839,"C"
33737,3790,44,75,"DHEA","Yes","Low",NA,NA,"Q",14.19759,74,1.00486666666667,0.9434215362609,13.3943121690024,100,1,13.3943121690024,13.3943121690024,"C"
33550,3791,44,76,"DHEA","Yes","Low",NA,NA,"Q",0.18557,74,1.00335,1.37054272929434,0.254331614275151,100,1,0.254331614275151,0.254331614275151,"C"
33704,3792,44,78,"DHEA","Yes","Low",NA,NA,"Q",0.03798,74,1.0072,0.637683075435588,0.0242192032050436,100,1,0.0242192032050436,0.0242192032050436,"C"
33732,3793,44,79,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0031,1.48107036875359,0,100,1,0,0,"C"
33556,3794,44,80,"DHEA","Yes","Low",NA,NA,"Q",0.63565,74,1.00465,0.9873802458358,0.627628253265526,100,1,0.627628253265526,0.627628253265526,"C"
33703,3795,44,81,"DHEA","Yes","Low",NA,NA,"Q",0.10293,74,1.0029,1.58321315280567,0.162960129818288,100,1,0.162960129818288,0.162960129818288,"C"
33740,3796,44,82,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
33555,3797,44,83,"DHEA","Yes","Low",NA,NA,"Q",0.76943,74,1.0018,2.55073230174235,1.96260995492962,100,1,1.96260995492962,1.96260995492962,"C"
33711,3798,44,84,"DHEA","Yes","Low",NA,NA,"Q",1.21947,74,1.0036,1.27536615087118,1.55527076000287,100,1,1.55527076000287,1.55527076000287,"C"
33742,3799,44,85,"DHEA","Yes","Low",NA,NA,"Q",1.0308,74,1.0027,1.70048820116164,1.75286323775742,100,1,1.75286323775742,1.75286323775742,"C"
33554,3800,44,86,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
33713,3801,44,87,"DHEA","Yes","Low",NA,NA,"Q",0.34255,74,1.0036,1.27536615087118,0.436876674980921,100,1,0.436876674980921,0.436876674980921,"C"
33734,3802,44,88,"DHEA","Yes","Low",NA,NA,"ND",0,74,1.0027,1.70048820116164,0,100,1,0,0,"C"
33553,3803,44,89,"DHEA","Yes","Low",NA,NA,"Q",27.01707,74,1.0031,1.48107036875359,40.0141818275416,100,1,40.0141818275416,40.0141818275416,"C"
33700,3804,44,91,"DHEA","Yes","Low",NA,NA,"Q",17.24085,74,1.007,0.655902591876602,11.3083182011557,100,1,11.3083182011557,11.3083182011557,"C"
33739,3805,44,92,"DHEA","Yes","Low",NA,NA,"Q",16.50353,74,1.0025,1.83652725725456,30.3091826859183,100,1,30.3091826859183,30.3091826859183,"C"
37198,3806,44,93,"DHEA","Yes","Low",NA,NA,"Q",0.54429,74,1.0027,1.70048820116164,0.925558723010267,100,1,0.925558723010267,0.925558723010267,"C"
37357,3808,44,95,"DHEA","Yes","Low",NA,NA,"Q",1.19607,74,1.0055,0.834785116933862,0.998461434811084,100,1,0.998461434811084,0.998461434811084,"C"
37398,3809,44,96,"DHEA","Yes","Low",NA,NA,"Q",1.62536,74,1.0036,1.27536615087118,2.07292912697997,100,1,2.07292912697997,2.07292912697997,"C"
37199,3810,44,97,"DHEA","Yes","Low",NA,NA,"Q",56.82056,74,1.0027,1.70048820116164,96.6226918633969,100,1,96.6226918633969,96.6226918633969,"C"
36301,3813,44,100,"DHEA","Yes","Low",NA,NA,"ND",0,75,1.0068,0.675193844578875,0,100,1,0,0,"C"
36349,3814,44,101,"DHEA","Yes","Low",NA,NA,"Q",0.09938,75,1.0031,1.48107036875359,0.147188773246732,100,1,0.147188773246732,0.147188773246732,"C"
36392,3815,44,102,"DHEA","Yes","Low",NA,NA,"Q",0.84193,75,1.0089,0.515878443049014,0.434333537556256,100,1,0.434333537556256,0.434333537556256,"C"
36302,3816,44,104,"DHEA","Yes","Low",NA,NA,"Q",20.29799,75,1.00335,1.37054272929434,27.8192626137892,100,1,27.8192626137892,27.8192626137892,"C"
36348,3817,44,105,"DHEA","Yes","Low",NA,NA,"Q",9.43825,75,1.0022,2.0869627923347,19.697276574753,100,1,19.697276574753,19.697276574753,"C"
36396,3818,44,106,"DHEA","Yes","Low",NA,NA,"Q",5.43537,75,1.001925,2.38510033409683,12.9639028029399,100,1,12.9639028029399,12.9639028029399,"C"
36314,3819,44,107,"DHEA","Yes","Low",NA,NA,"Q",0.46902,75,1.0031,1.4810703687537,0.69465162435286,100,1,0.69465162435286,0.69465162435286,"C"
36350,3820,44,108,"DHEA","Yes","Low",NA,NA,"ND",0,75,1.0042,1.09317098646103,0,100,1,0,0,"C"
36394,3821,44,109,"DHEA","Yes","Low",NA,NA,"Q",0.31404,75,1.00261111111111,1.75837716120113,0.552200763703602,100,1,0.552200763703602,0.552200763703602,"C"
36303,3822,44,110,"DHEA","Yes","Low",NA,NA,"Q",75.88018,75,1.00335,1.37054272929434,103.997028996546,100,1,103.997028996546,103.997028996546,"C"
36355,3823,44,111,"DHEA","Yes","Low",NA,NA,"Q",66.4739,75,1.0023,1.9962252796245,132.696879615231,100,1,132.696879615231,132.696879615231,"C"
36304,3825,44,113,"DHEA","Yes","Low",NA,NA,"Q",2.82097,75,1.0029,1.58321315280567,4.46619680767021,100,1,4.46619680767021,4.46619680767021,"C"
36345,3826,44,114,"DHEA","Yes","Low",NA,NA,"Q",3.24853,75,1.00335,1.37054272929434,4.45224917239454,100,1,4.45224917239454,4.45224917239454,"C"
36391,3827,44,115,"DHEA","Yes","Low",NA,NA,"Q",3.03021,75,1.00465,0.9873802458358,2.9919694947341,100,1,2.9919694947341,2.9919694947341,"C"
0,3732,44,13,"A4","Yes","Low",NA,NA,"Q",12.73056,NA,NA,NA,NA,100,1,NA,NA,"C"
