"ExperimentalGroup","AnimalID","Sex","Treatment","BS_Original","EvictionStatus","IsolationDate","IsolationPeriod","PairingDate","EvictionDate","EvictionPairingDayDiff","Eviction_GS","EvictionCategory","FirstDCParturitionDate","UrineDate","UrineNumber","UrineDelay","VolumeCollected","NextParturition_ParturitionDate","NextParturition_ParturitionColony"
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-09-07,34082,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-12-07,35319,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-01-13,35771,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-01-16,35826,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-01-19,35871,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-01-26,35976,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-02-03,36073,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-02-11,36195,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-02-18,36296,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-02-21,36344,NA,1.8,NA,NA
"Firestone","SOF002","F","Sub","Helper","Evictee",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2023-02-24,36387,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-03-05,31516,NA,1.4,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-03-18,31687,NA,1.4,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-04-03,31875,NA,1.1,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-04-28,32234,NA,1.5,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-07,32348,NA,1,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-10,32382,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-13,32424,NA,1.7,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-15,32458,NA,1.2,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-17,32486,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-20,32522,NA,0.5,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-22,32551,NA,0.7,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-25,32601,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-28,32633,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-05-31,32669,NA,0.6,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-02,32694,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-04,32717,NA,0.6,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-06,32743,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-08,32760,NA,1.4,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-10,32791,NA,1.5,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-12,32816,NA,1.7,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-14,32838,NA,1.5,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-16,32864,NA,1.1,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-18,32895,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-20,32927,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-22,32958,NA,1.3,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-06-24,32984,NA,0.2,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-07-07,33186,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-07-14,33287,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-07-21,33396,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-07-28,33498,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-08-04,33593,NA,1.7,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-08-13,33719,NA,1,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-08-18,33789,NA,0.5,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-08-25,33900,NA,0.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-08-30,33951,NA,1.3,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-09-06,34058,NA,1.1,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-09-13,34171,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-09-19,34256,NA,0.6,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-09-26,34348,NA,1.7,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-10-10,34561,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-10-24,34745,NA,1,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-10-31,34846,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-11-07,34933,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-11-14,35023,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-11-21,35092,NA,0.4,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-11-29,35195,NA,0.5,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-12-06,35307,NA,1.8,NA,NA
"Firestone","SOF006","F","Sub","Helper","Evictor",2022-05-06,28,2022-06-03,2022-06-07,4,NA,"Early",NA,2022-12-13,35399,NA,1,NA,NA
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-02-11,31238,NA,1.4,2022-03-08,"Roms"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-02-14,31275,NA,1.4,2022-03-08,"Roms"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-04,31499,NA,1.5,2022-03-08,"Roms"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-06,31528,NA,1.4,2022-03-08,"Roms"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-09,31568,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-11,31597,NA,1.5,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-13,31621,NA,1.5,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-15,31641,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-17,31677,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-19,31704,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-21,31726,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-23,31752,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-25,31773,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-27,31793,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-29,31814,NA,1.4,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-03-31,31836,NA,1.5,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-02,31862,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-03,31887,NA,1.7,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-04,31895,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-06,31938,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-08,31965,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-10,31999,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-12,32019,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-14,32040,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-15,32054,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-18,32087,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-20,32112,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-22,32143,NA,1.8,2022-10-02,"Guinness"
"Guinness","DRF015","F","Queen","Breeder","Evictee",2022-05-06,28,2022-06-03,2022-10-14,133,NA,"Late",2022-10-02,2022-04-24,32164,NA,1.8,2022-10-02,"Guinness"
