"Sampling_Cat","ExperimentalGroup","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount","NextParturition_ParturitionDayDiff","GestationStatus_Trimester","UrineDate","UrineNumber","DOP"
"Rapid_Conc","Kasteel","ORF005","Sub","F","Helper","Evictor",2023-03-08,346,319,313,302,NA,NA,"NotPregnant",2024-01-15,40241,NA
"Rapid_Conc","Kasteel","ORF005","Sub","F","Helper","Evictor",2023-03-08,351,324,318,307,NA,NA,"NotPregnant",2024-01-20,40278,NA
"Rapid_Conc","Kasteel","ORF005","Sub","F","Helper","Evictor",2023-03-08,358,331,325,314,NA,NA,"NotPregnant",2024-01-27,40379,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,-60,-87,-93,NA,NA,NA,"NotPregnant",2022-12-05,35289,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,-54,-81,-87,NA,NA,NA,"NotPregnant",2022-12-11,35380,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,-44,-71,-77,NA,NA,NA,"NotPregnant",2022-12-21,35512,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,-17,-44,-50,NA,NA,NA,"NotPregnant",2023-01-17,35829,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,-11,-38,-44,NA,NA,NA,"NotPregnant",2023-01-23,35920,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,2,-25,-31,NA,NA,NA,"NotPregnant",2023-02-05,36094,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,4,-23,-29,NA,NA,NA,"NotPregnant",2023-02-07,36128,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,7,-20,-26,NA,NA,NA,"NotPregnant",2023-02-10,36170,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,16,-11,-17,NA,NA,NA,"NotPregnant",2023-02-19,36310,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,19,-8,-14,NA,NA,NA,"NotPregnant",2023-02-22,36347,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,22,-5,-11,NA,NA,NA,"NotPregnant",2023-02-25,36395,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,28,1,-5,NA,NA,NA,"NotPregnant",2023-03-03,36468,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,30,3,-3,NA,NA,NA,"NotPregnant",2023-03-05,36501,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,32,5,-1,NA,NA,NA,"NotPregnant",2023-03-07,36528,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,34,7,1,NA,NA,NA,"NotPregnant",2023-03-09,36562,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,36,9,3,NA,NA,NA,"NotPregnant",2023-03-11,36584,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,38,11,5,NA,NA,NA,"NotPregnant",2023-03-13,36616,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,40,13,7,NA,NA,NA,"NotPregnant",2023-03-15,36652,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,42,15,9,NA,NA,NA,"NotPregnant",2023-03-17,36676,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,44,17,11,NA,NA,NA,"NotPregnant",2023-03-19,36709,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,46,19,13,NA,NA,NA,"NotPregnant",2023-03-21,36740,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,56,29,23,NA,NA,NA,"NotPregnant",2023-03-31,36887,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,64,37,31,NA,NA,NA,"NotPregnant",2023-04-08,36994,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,70,43,37,NA,NA,NA,"NotPregnant",2023-04-14,37082,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,83,56,50,NA,NA,NA,"NotPregnant",2023-04-27,37265,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,98,71,65,NA,NA,NA,"NotPregnant",2023-05-12,37450,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,117,90,84,NA,NA,NA,"NotPregnant",2023-05-31,37724,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,121,94,88,NA,NA,NA,"NotPregnant",2023-06-04,37775,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,125,98,92,NA,NA,NA,"NotPregnant",2023-06-08,37831,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,190,163,157,NA,NA,NA,"NotPregnant",2023-08-12,38554,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,203,176,170,NA,NA,NA,"NotPregnant",2023-08-25,38728,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,218,191,185,NA,NA,NA,"NotPregnant",2023-09-09,38850,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,233,206,200,NA,NA,NA,"NotPregnant",2023-09-24,39056,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,259,232,226,NA,NA,NA,"NotPregnant",2023-10-20,39322,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,273,246,240,NA,NA,NA,"NotPregnant",2023-11-03,39455,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,289,262,256,NA,NA,NA,"NotPregnant",2023-11-19,39652,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,300,273,267,NA,NA,NA,"NotPregnant",2023-11-30,39793,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,301,274,268,NA,NA,NA,"NotPregnant",2023-12-01,39799,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,317,290,284,NA,NA,NA,"NotPregnant",2023-12-17,39958,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,329,302,296,NA,NA,NA,"NotPregnant",2023-12-29,40085,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,343,316,310,NA,NA,NA,"NotPregnant",2024-01-12,40197,NA
"Rapid_Conc","Kasteel","ORF018","Sub","F","Helper","Evictee",2023-03-08,357,330,324,NA,NA,NA,"NotPregnant",2024-01-26,40356,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-67,-94,-304,-103,10,-48,"SecondTrimester",2022-11-28,35185,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-56,-83,-293,-92,10,-37,"SecondTrimester",2022-12-09,35348,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-46,-73,-283,-82,10,-27,"ThirdTrimester",2022-12-19,35484,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-42,-69,-279,-78,10,-23,"ThirdTrimester",2022-12-23,35534,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-35,-62,-272,-71,10,-16,"ThirdTrimester",2022-12-30,35599,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-28,-55,-265,-64,10,-9,"ThirdTrimester",2023-01-06,35677,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-22,-49,-259,-58,10,-3,"ThirdTrimester",2023-01-12,35762,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-18,-45,-255,-54,11,-139,"NotPregnant",2023-01-16,35824,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-13,-40,-250,-49,11,-134,"NotPregnant",2023-01-21,35890,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-12,-39,-249,-48,11,-133,"NotPregnant",2023-01-22,35910,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-10,-37,-247,-46,11,-131,"NotPregnant",2023-01-24,35943,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-8,-35,-245,-44,11,-129,"NotPregnant",2023-01-26,35967,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-5,-32,-242,-41,11,-126,"NotPregnant",2023-01-29,35996,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-3,-30,-240,-39,11,-124,"NotPregnant",2023-01-31,36026,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,-1,-28,-238,-37,11,-122,"NotPregnant",2023-02-02,36049,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,2,-25,-235,-34,11,-119,"NotPregnant",2023-02-05,36099,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,4,-23,-233,-32,11,-117,"NotPregnant",2023-02-07,36125,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,7,-20,-230,-29,11,-114,"NotPregnant",2023-02-10,36168,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,16,-11,-221,-20,11,-105,"NotPregnant",2023-02-19,36311,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,19,-8,-218,-17,11,-102,"NotPregnant",2023-02-22,36354,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,22,-5,-215,-14,11,-99,"Conception",2023-02-25,36397,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,28,1,-209,-8,11,-93,"Conception",2023-03-03,36466,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,30,3,-207,-6,11,-91,"Conception",2023-03-05,36496,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,32,5,-205,-4,11,-89,"Conception",2023-03-07,36523,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,34,7,-203,-2,11,-87,"FirstTrimester",2023-03-09,36555,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,36,9,-201,0,11,-85,"FirstTrimester",2023-03-11,36588,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,38,11,-199,2,11,-83,"FirstTrimester",2023-03-13,36618,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,40,13,-197,4,11,-81,"FirstTrimester",2023-03-15,36650,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,42,15,-195,6,11,-79,"FirstTrimester",2023-03-17,36679,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,44,17,-193,8,11,-77,"FirstTrimester",2023-03-19,36700,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,46,19,-191,10,11,-75,"FirstTrimester",2023-03-21,36742,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,50,23,-187,14,11,-71,"FirstTrimester",2023-03-25,36801,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,53,26,-184,17,11,-68,"FirstTrimester",2023-03-28,36845,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,60,33,-177,24,11,-61,"FirstTrimester",2023-04-04,36946,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,68,41,-169,32,11,-53,"SecondTrimester",2023-04-12,37053,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,74,47,-163,38,11,-47,"SecondTrimester",2023-04-18,37134,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,75,48,-162,39,11,-46,"SecondTrimester",2023-04-19,37145,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,81,54,-156,45,11,-40,"SecondTrimester",2023-04-25,37240,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,88,61,-149,52,11,-33,"SecondTrimester",2023-05-02,37299,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,102,75,-135,66,11,-19,"ThirdTrimester",2023-05-16,37508,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,111,84,-126,75,11,-10,"ThirdTrimester",2023-05-25,37646,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,116,89,-121,80,11,-5,"ThirdTrimester",2023-05-30,37700,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,122,95,-115,86,12,-110,"NotPregnant",2023-06-05,37795,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,128,101,-109,92,12,-104,"NotPregnant",2023-06-11,37880,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,131,104,-106,95,12,-101,"NotPregnant",2023-06-14,37916,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,136,109,-101,100,12,-96,"Conception",2023-06-19,37983,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,145,118,-92,109,12,-87,"FirstTrimester",2023-06-28,38106,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,179,152,-58,143,12,-53,"SecondTrimester",2023-08-01,38454,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,188,161,-49,152,12,-44,"SecondTrimester",2023-08-10,38549,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,202,175,-35,166,12,-30,"SecondTrimester",2023-08-24,38710,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,216,189,-21,180,12,-16,"ThirdTrimester",2023-09-07,38828,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,223,196,-14,187,12,-9,"ThirdTrimester",2023-09-14,38912,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,232,205,-5,196,NA,NA,"NotPregnant",2023-09-23,39048,NA
"Slow_None","WicklowWolf","VGF002","Queen","F","Breeder","Evictee",2023-09-28,237,210,0,201,NA,NA,"NotPregnant",2023-09-28,39108,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,-44,-71,-281,NA,NA,NA,"NotPregnant",2022-12-21,35516,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,-35,-62,-272,NA,NA,NA,"NotPregnant",2022-12-30,35594,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,-18,-45,-255,NA,NA,NA,"NotPregnant",2023-01-16,35823,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,-11,-38,-248,NA,NA,NA,"NotPregnant",2023-01-23,35924,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,4,-23,-233,NA,NA,NA,"NotPregnant",2023-02-07,36135,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,7,-20,-230,NA,NA,NA,"NotPregnant",2023-02-10,36178,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,16,-11,-221,NA,NA,NA,"NotPregnant",2023-02-19,36308,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,19,-8,-218,NA,NA,NA,"NotPregnant",2023-02-22,36353,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,22,-5,-215,NA,NA,NA,"NotPregnant",2023-02-25,36402,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,28,1,-209,NA,NA,NA,"NotPregnant",2023-03-03,36474,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,30,3,-207,NA,NA,NA,"NotPregnant",2023-03-05,36505,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,32,5,-205,NA,NA,NA,"NotPregnant",2023-03-07,36532,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,34,7,-203,NA,NA,NA,"NotPregnant",2023-03-09,36560,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,36,9,-201,NA,NA,NA,"NotPregnant",2023-03-11,36596,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,38,11,-199,NA,NA,NA,"NotPregnant",2023-03-13,36620,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,40,13,-197,NA,NA,NA,"NotPregnant",2023-03-15,36651,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,42,15,-195,NA,NA,NA,"NotPregnant",2023-03-17,36682,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,44,17,-193,NA,NA,NA,"NotPregnant",2023-03-19,36712,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,46,19,-191,NA,NA,NA,"NotPregnant",2023-03-21,36738,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,50,23,-187,NA,NA,NA,"NotPregnant",2023-03-25,36792,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,53,26,-184,NA,NA,NA,"NotPregnant",2023-03-28,36846,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,60,33,-177,NA,NA,NA,"NotPregnant",2023-04-04,36948,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,68,41,-169,NA,NA,NA,"NotPregnant",2023-04-12,37054,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,74,47,-163,NA,NA,NA,"NotPregnant",2023-04-18,37133,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,81,54,-156,NA,NA,NA,"NotPregnant",2023-04-25,37246,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,88,61,-149,NA,NA,NA,"NotPregnant",2023-05-02,37307,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,102,75,-135,NA,NA,NA,"NotPregnant",2023-05-16,37516,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,111,84,-126,NA,NA,NA,"NotPregnant",2023-05-25,37651,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,116,89,-121,NA,NA,NA,"NotPregnant",2023-05-30,37699,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,123,96,-114,NA,NA,NA,"NotPregnant",2023-06-06,37809,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,130,103,-107,NA,NA,NA,"NotPregnant",2023-06-13,37911,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,137,110,-100,NA,NA,NA,"NotPregnant",2023-06-20,37999,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,143,116,-94,NA,NA,NA,"NotPregnant",2023-06-26,38087,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,188,161,-49,NA,NA,NA,"NotPregnant",2023-08-10,38545,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,202,175,-35,NA,NA,NA,"NotPregnant",2023-08-24,38717,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,216,189,-21,NA,NA,NA,"NotPregnant",2023-09-07,38831,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,232,205,-5,NA,NA,NA,"NotPregnant",2023-09-23,39040,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,237,210,0,NA,NA,NA,"NotPregnant",2023-09-28,39112,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,241,214,4,NA,NA,NA,"NotPregnant",2023-10-02,39128,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,245,218,8,NA,NA,NA,"NotPregnant",2023-10-06,39168,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,247,220,10,NA,NA,NA,"NotPregnant",2023-10-08,39184,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,250,223,13,NA,NA,NA,"NotPregnant",2023-10-11,39219,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,258,231,21,NA,NA,NA,"NotPregnant",2023-10-19,39317,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,265,238,28,NA,NA,NA,"NotPregnant",2023-10-26,39370,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,279,252,42,NA,NA,NA,"NotPregnant",2023-11-09,39543,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,293,266,56,NA,NA,NA,"NotPregnant",2023-11-23,39694,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,307,280,70,NA,NA,NA,"NotPregnant",2023-12-07,39884,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,321,294,84,NA,NA,NA,"NotPregnant",2023-12-21,40017,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,335,308,98,NA,NA,NA,"NotPregnant",2024-01-04,40107,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,342,315,105,NA,NA,NA,"NotPregnant",2024-01-11,40179,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,349,322,112,NA,NA,NA,"NotPregnant",2024-01-18,40260,NA
"Slow_None","WicklowWolf","ORF017","Queen","F","Helper","Evictor",2023-09-28,350,323,113,NA,NA,NA,"NotPregnant",2024-01-19,40262,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,-16,-49,-49,NA,NA,NA,"NotPregnant",2023-03-22,36746,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,-9,-42,-42,NA,NA,NA,"NotPregnant",2023-03-29,36859,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,3,-30,-30,NA,NA,NA,"NotPregnant",2023-04-10,37020,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,6,-27,-27,NA,NA,NA,"NotPregnant",2023-04-13,37062,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,9,-24,-24,NA,NA,NA,"NotPregnant",2023-04-16,37110,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,12,-21,-21,NA,NA,NA,"NotPregnant",2023-04-19,37155,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,15,-18,-18,NA,NA,NA,"NotPregnant",2023-04-22,37191,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,18,-15,-15,NA,NA,NA,"NotPregnant",2023-04-25,37244,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,21,-12,-12,NA,NA,NA,"NotPregnant",2023-04-28,37273,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,25,-8,-8,NA,NA,NA,"NotPregnant",2023-05-02,37301,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,29,-4,-4,NA,NA,NA,"NotPregnant",2023-05-06,37355,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,31,-2,-2,NA,NA,NA,"NotPregnant",2023-05-08,37387,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,34,1,1,NA,NA,NA,"NotPregnant",2023-05-11,37440,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,36,3,3,NA,NA,NA,"NotPregnant",2023-05-13,37465,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,38,5,5,NA,NA,NA,"NotPregnant",2023-05-15,37489,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,40,7,7,NA,NA,NA,"NotPregnant",2023-05-17,37525,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,42,9,9,NA,NA,NA,"NotPregnant",2023-05-19,37561,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,44,11,11,NA,NA,NA,"NotPregnant",2023-05-21,37579,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,46,13,13,NA,NA,NA,"NotPregnant",2023-05-23,37615,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,50,17,17,NA,NA,NA,"NotPregnant",2023-05-27,37671,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,60,27,27,NA,NA,NA,"NotPregnant",2023-06-06,37810,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,74,41,41,NA,NA,NA,"NotPregnant",2023-06-20,38001,NA
"Rapid_Conc","Asahi","TIF025","Sub","F","Helper","Evictee",2023-05-10,88,55,55,NA,NA,NA,"NotPregnant",2023-07-04,38179,NA
